,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11,V12,V5_2,V5_3,V5_4,V5_5,V5_6,V5_7,V5_8,V5_1_1,V5_1_2,OTU.ID
1472,OTU2321,386,1,386,1036,187,572,100,625,6.49e-178,95.855,d:TSAR,p:Alveolata-Ciliophora,c:Oligohymenophorea,o:Peritrichia_2,f:Sessilida,g:Sessilida_X,s:Sessilida_X_sp,KY355473.1.1036_U;tax,k:Eukaryota,OTU2321.p:Alveolata-Ciliophora.g:Sessilida_X
1473,OTU2322,411,1,411,1172,492,898,100,579,5.48e-164,92.233,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Sandonidae,g:Sandonidae_X,s:Sandonidae_X_sp,EU709209.1.1172_U;tax,k:Eukaryota,OTU2322.p:Rhizaria-Cercozoa.g:Sandonidae_X
1474,OTU2323,402,1,402,1728,516,917,100,728,0,99.254,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Granofilosea,o:Limnofilida,f:Limnofilidae,g:Limnofila,s:Limnofila_longa,EU567254.1.1728_U;tax,k:Eukaryota,OTU2323.p:Rhizaria-Cercozoa.g:Limnofila
1475,OTU2324,407,1,407,989,475,889,100,455,9.53e-127,86.779,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,EU545726.1.989_U;tax,k:Eukaryota,OTU2324.p:Evosea-Evosea_X.g:Variosea_XXX
1476,OTU2325,389,205,389,1752,783,967,48,204,3.63e-51,86.486,d:Obazoa,p:Opisthokonta-Choanoflagellata,c:Choanoflagellatea,o:Acanthoecida,f:Acanthoecidae,g:Enibas,s:Enibas_tolerabilis,MH687869.1.1752_U;tax,k:Eukaryota,OTU2325.p:Opisthokonta-Choanoflagellata.g:Enibas
1477,OTU2326,407,1,407,1120,504,908,100,634,1.14e-180,94.84,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Cercomonadida,f:Cercomonadidae,g:Cercomonas,s:Cercomonas_sp,AY884320.1.1120_U;tax,k:Eukaryota,OTU2326.p:Rhizaria-Cercozoa.g:Cercomonas
1478,OTU2328,408,1,408,1189,503,910,100,715,0,98.284,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Sandonidae,g:Neoheteromita,s:Neoheteromita_sp,EU709217.1.1190_U;tax,k:Eukaryota,OTU2328.p:Rhizaria-Cercozoa.g:Neoheteromita
1479,OTU2336,409,1,409,1805,585,992,100,472,9.52e-132,87.74,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Cercomonadida,f:Cercomonadidae,g:Cercomonas,s:Cercomonas_sp,EF024692.1.1805_U;tax,k:Eukaryota,OTU2336.p:Rhizaria-Cercozoa.g:Cercomonas
1480,OTU2338,406,1,406,1802,578,983,100,601,1.15e-170,93.35,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Vampyrellida_X,g:Vampyrellida_clade_B,s:Vampyrellida_sp,KC779518.1.1802_U;tax,k:Eukaryota,OTU2338.p:Rhizaria-Cercozoa.g:Vampyrellida_clade_B
1481,OTU2340,420,162,420,1278,752,992,74,241,3.01e-62,84.615,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Amphitraemidae,g:Archerella,s:Archerella_flavum,KC245097.1.1278_U;tax,k:Eukaryota,OTU2340.p:Stramenopiles-Bigyra.g:Archerella
1482,OTU2346,405,1,405,1862,578,984,100,296,6.08e-79,80.193,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,EF023424.1.1862_U;tax,k:Eukaryota,OTU2346.p:Evosea-Evosea_X.g:Variosea_XXX
1483,OTU2347,410,171,410,1664,638,875,78,353,3.61e-96,93.361,d:TSAR,p:Stramenopiles-Gyrista,c:Synchromophyceae,o:Synchromophyceae_X,f:Synchromophyceae_XX,g:Synchromophyceae_XXX,s:Synchromophyceae_XXX_sp,AB749073.1.1664_U;tax,k:Eukaryota,OTU2347.p:Stramenopiles-Gyrista.g:Synchromophyceae_XXX
1484,OTU2348,411,1,411,1677,590,996,100,545,5.56e-154,90.843,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Leptomyxida,f:Leptomyxidae,g:Leptomyxa,s:Leptomyxa_neglecta,KT945251.1.1677_U;tax,k:Eukaryota,OTU2348.p:Tubulinea-Tubulinea_X.g:Leptomyxa
1485,OTU2349,418,1,418,1438,155,567,100,429,5.95e-119,85.681,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Hartmannellidae,g:Copromyxa,s:Copromyxa_microcystidis,KP719188.1.1438_U;tax,k:Eukaryota,OTU2349.p:Tubulinea-Tubulinea_X.g:Copromyxa
1486,OTU2350,402,1,402,1788,574,975,100,726,0,99.254,d:TSAR,p:Stramenopiles-Gyrista,c:Chrysophyceae,o:Chrysophyceae_Clade-EC2H,f:Chrysophyceae_Clade-EC2H_X,g:Chrysophyceae_Clade-EC2H_XX,s:Chrysophyceae_Clade-EC2H_XX_sp,GU290095.1.1788_U;tax,k:Eukaryota,OTU2350.p:Stramenopiles-Gyrista.g:Chrysophyceae_Clade-EC2H_XX
1487,OTU2352,425,1,425,1438,155,567,100,409,7.86e-113,84.687,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Hartmannellidae,g:Copromyxa,s:Copromyxa_microcystidis,KP719188.1.1438_U;tax,k:Eukaryota,OTU2352.p:Tubulinea-Tubulinea_X.g:Copromyxa
1488,OTU2353,381,1,381,6060,969,1349,100,671,0,98.425,d:TSAR,p:Alveolata-Ciliophora,c:Oligohymenophorea,o:Hymenostomatia,f:Tetrahymenida,g:Tetrahymena,s:Tetrahymena_rostrata,MT420428.1.6060_U;tax,k:Eukaryota,OTU2353.p:Alveolata-Ciliophora.g:Tetrahymena
1489,OTU2354,406,1,406,1001,474,877,100,566,4.21e-160,91.872,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Bangiophyceae,o:Cyanidiales,f:Cyanidiales_X,g:Cyanidiales_XX,s:Cyanidiales_XX_sp,JN825704.1.1001_U;tax,k:Eukaryota,OTU2354.p:Rhodophyta-Rhodophyta_X.g:Cyanidiales_XX
1490,OTU2358,413,1,413,1832,594,997,100,350,4.7e-95,82.536,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandella,s:Nolandella_sp,JQ271706.1.1832_U;tax,k:Eukaryota,OTU2358.p:Tubulinea-Tubulinea_X.g:Nolandella
1491,OTU2359,396,1,396,1745,565,961,100,627,1.85e-178,95.226,d:Obazoa,p:Opisthokonta-Choanoflagellata,c:Choanoflagellatea,o:Choanoflagellatea_X,f:Choanoflagellatea_XX,g:Salpingoeca,s:Salpingoeca_macrocollata,KT757482.1.1745_U;tax,k:Eukaryota,OTU2359.p:Opisthokonta-Choanoflagellata.g:Salpingoeca
1492,OTU2360,401,1,401,1788,577,977,100,708,0,98.507,d:TSAR,p:Stramenopiles-Gyrista,c:Chrysophyceae,o:Paraphysomonadales,f:Lepidochromonadaceae,g:Lepidochromonas,s:Lepidochromonas_sp,FR874662.1.1788_U;tax,k:Eukaryota,OTU2360.p:Stramenopiles-Gyrista.g:Lepidochromonas
1493,OTU2362,401,1,401,1605,531,925,100,475,7.2e-133,88.424,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,AF372795.1.1605_U;tax,k:Eukaryota,OTU2362.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
1494,OTU2363,420,180,420,1820,752,991,69,339,1.04e-91,92.181,d:Obazoa,p:Breviatea-Breviatea_X,c:Breviatea_XX,o:Breviatea_XXX,f:Breviatea_XXXX,g:Pygsuia,s:Pygsuia_biforma,KC433554.1.1820_U;tax,k:Eukaryota,OTU2363.p:Breviatea-Breviatea_X.g:Pygsuia
1495,OTU2365,394,1,394,1346,572,965,100,545,5.31e-154,91.667,d:TSAR,p:Stramenopiles-Bigyra,c:Bicoecea,o:Pseudodendromonadales,f:Pseudodendromonadales_X,g:Pseudodendromonadales_XX,s:Pseudodendromonadales_XX_sp,AY642710.1.1346_U;tax,k:Eukaryota,OTU2365.p:Stramenopiles-Bigyra.g:Pseudodendromonadales_XX
1496,OTU2366,396,1,396,1690,519,914,100,604,8.69e-172,94.192,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Chlorophyceae,o:Chlamydomonadales,f:Chlamydomonadales_X,g:Tetracystis,s:Tetracystis_sp,MH619570.1.1690_U;tax,k:Eukaryota,OTU2366.p:Chlorophyta-Chlorophyta_X.g:Tetracystis
1497,OTU2370,409,1,409,1271,570,979,100,684,0,96.829,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Granofilosea,o:Filosa-Granofilosea_X,f:Novel-Gran-6,g:Novel-Gran-6_X,s:Novel-Gran-6_X_sp,AY620300.1.1271_U;tax,k:Eukaryota,OTU2370.p:Rhizaria-Cercozoa.g:Novel-Gran-6_X
1498,OTU2371,409,1,409,1825,594,1002,100,667,0,96.088,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Granofilosea,o:Limnofilida,f:Limnofilidae,g:Limnofilidae_X,s:Limnofilidae_X_sp,AY082993.1.1825_U;tax,k:Eukaryota,OTU2371.p:Rhizaria-Cercozoa.g:Limnofilidae_X
1499,OTU2373,413,176,413,1836,796,1033,58,268,1.35e-70,87.19,d:Obazoa,p:Opisthokonta-Rotosphaerida,c:Rotosphaerida_X,o:Rotosphaerida_XX,f:Rotosphaerida_XXX,g:Pompholyxophrys,s:Pompholyxophrys_punicea,MK547175.1.1836_U;tax,k:Eukaryota,OTU2373.p:Opisthokonta-Rotosphaerida.g:Pompholyxophrys
1500,OTU2374,427,1,427,1613,573,991,100,688,0,96.019,d:Haptista,p:Centroplasthelida-Centroplasthelida_X,c:Pterocystida,o:Pterista,f:Heterophryidae,g:Heterophrys,s:Heterophrys_sp,AY749611.1.1613_U;tax,k:Eukaryota,OTU2374.p:Centroplasthelida-Centroplasthelida_X.g:Heterophrys
1501,OTU2375,393,1,393,1317,200,588,100,385,1.22e-105,84.673,d:Cryptista,p:Cryptophyta-Cryptophyta_X,c:Cryptophyceae,o:Goniomonadales,f:Goniomonadales_X,g:Goniomonadales_XX,s:Goniomonadales_XX_sp,JN705503.1.1317_U;tax,k:Eukaryota,OTU2375.p:Cryptophyta-Cryptophyta_X.g:Goniomonadales_XX
1502,OTU2376,397,1,397,1731,551,955,100,348,1.62e-94,82.641,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Arcellinida,f:Sphaerothecina,g:Arcella,s:Arcella_gibbosa,JF694278.1.1731_U;tax,k:Eukaryota,OTU2376.p:Tubulinea-Tubulinea_X.g:Arcella
1503,OTU2378,409,1,409,1877,592,1000,100,307,2.84e-82,80.387,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,EF024417.1.1877_U;tax,k:Eukaryota,OTU2378.p:Evosea-Evosea_X.g:Variosea_XXX
1504,OTU2381,400,1,400,1839,567,967,100,462,5.59e-129,87.685,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:WIM1-lineage,g:WIM1-lineage_X,s:WIM1-lineage_X_sp,AB695494.1.1839_U;tax,k:Eukaryota,OTU2381.p:Evosea-Evosea_X.g:WIM1-lineage_X
1505,OTU2383,409,1,409,1502,524,931,100,544,1.99e-153,90.709,d:TSAR,p:Rhizaria-Cercozoa,c:Cercozoa_X,o:Cercozoa_XX,f:Cercozoa_XXX,g:Cercozoa_XXXX,s:Cercozoa_XXXX_sp,KJ925330.1.1502_U;tax,k:Eukaryota,OTU2383.p:Rhizaria-Cercozoa.g:Cercozoa_XXXX
1506,OTU2387,402,1,402,1802,578,983,100,353,3.53e-96,82.641,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Vampyrellida_X,g:Vampyrellida_clade_B,s:Vampyrellida_sp,KC779518.1.1802_U;tax,k:Eukaryota,OTU2387.p:Rhizaria-Cercozoa.g:Vampyrellida_clade_B
1507,OTU2390,408,1,408,1883,578,989,100,359,7.71e-98,82.816,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Fractovitellida,f:Schizoplasmodiidae,g:Ceratiomyxella,s:Ceratiomyxella_tahitiensis,FJ544419.1.1883_U;tax,k:Eukaryota,OTU2390.p:Evosea-Evosea_X.g:Ceratiomyxella
1508,OTU2391,429,1,429,1849,592,1020,100,483,4.61e-135,87.156,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Echinamoebida,o:Echinamoebida_X,f:Echinamoebidae,g:Echinamoeba,s:Echinamoeba_thermarum,AJ489261.1.1849_U;tax,k:Eukaryota,OTU2391.p:Tubulinea-Tubulinea_X.g:Echinamoeba
1509,OTU2393,409,1,409,1759,565,972,100,549,4.27e-155,91.041,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa-Phytomyxea,o:Plasmodiophorida,f:Plasmodiophorida_X,g:Plasmodiophorida_XX,s:Plasmodiophorida_XX_sp,AB695525.1.1759_U;tax,k:Eukaryota,OTU2393.p:Rhizaria-Cercozoa.g:Plasmodiophorida_XX
1510,OTU2397,369,1,369,1878,560,928,100,444,1.86e-123,88.472,d:Amoebozoa,p:Evosea-Evosea_X,c:Archamoebea,o:Archamoebea_X,f:Entamoebidae,g:Entamoeba,s:Entamoeba_sp,FR686361.1.1878_U;tax,k:Eukaryota,OTU2397.p:Evosea-Evosea_X.g:Entamoeba
1511,OTU2399,415,1,415,1918,580,998,100,549,4.34e-155,90.544,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Fractovitellida,f:Schizoplasmodiidae,g:Nematostelium,s:Nematostelium_ovatum,FJ544420.1.1918_U;tax,k:Eukaryota,OTU2399.p:Evosea-Evosea_X.g:Nematostelium
1512,OTU2400,399,1,399,1789,576,976,100,684,0,97.512,d:TSAR,p:Stramenopiles-Gyrista,c:Chrysophyceae,o:Ochromonadales,f:Ochromonadales_clade-XI,g:Ochromonadales_clade-XI_X,s:Ochromonadales_clade-XI_X_sp,AY520447.1.1789_U;tax,k:Eukaryota,OTU2400.p:Stramenopiles-Gyrista.g:Ochromonadales_clade-XI_X
1513,OTU2401,415,1,415,1285,204,616,100,261,2.28e-68,78.436,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Penardia-lineage,g:Penardia-lineage_X,s:Penardia-lineage_X_sp,AF372743.1.1285_U;tax,k:Eukaryota,OTU2401.p:Rhizaria-Cercozoa.g:Penardia-lineage_X
1514,OTU2403,403,1,403,1791,589,993,100,420,3.44e-116,85.504,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Thalassomyxa-lineage,g:Thalassomyxa-lineage_X,s:Thalassomyxa-lineage_X_sp,EU910603.1.1791_U;tax,k:Eukaryota,OTU2403.p:Rhizaria-Cercozoa.g:Thalassomyxa-lineage_X
1515,OTU2406,383,1,383,1762,577,960,100,531,1.44e-149,91.688,d:TSAR,p:Alveolata-Ciliophora,c:Oligohymenophorea,o:Astomatia,f:Astomatida,g:Metaradiophrya,s:Metaradiophrya_lumbrici,MN121068.1.1762_U;tax,k:Eukaryota,OTU2406.p:Alveolata-Ciliophora.g:Metaradiophrya
1516,OTU2407,404,1,404,1689,490,897,100,451,1.22e-125,86.988,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Labyrinthulomycetes_LAB1/6/8,g:Labyrinthulomycetes_LAB8,s:Labyrinthulomycetes_LAB8_sp,AF290070.1.1689_U;tax,k:Eukaryota,OTU2407.p:Stramenopiles-Bigyra.g:Labyrinthulomycetes_LAB8
1517,OTU2408,385,1,385,1745,560,944,100,612,5.04e-174,95.349,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Labyrinthulaceae,g:Labyrinthula,s:Labyrinthula_sp,EU431329.1.1745_U;tax,k:Eukaryota,OTU2408.p:Stramenopiles-Bigyra.g:Labyrinthula
1518,OTU2409,412,1,412,1519,436,839,100,377,2.15e-103,83.614,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Nolandellidae,g:Nolandellidae_X,s:Nolandellidae_X_sp,AY821961.1.1519_U;tax,k:Eukaryota,OTU2409.p:Tubulinea-Tubulinea_X.g:Nolandellidae_X
1519,OTU2410,328,1,327,1639,536,860,99,525,5.68e-148,95.719,d:TSAR,p:Alveolata-Ciliophora,c:Litostomatea,o:Litostomatea_X,f:Litostomatea_XX,g:Arcuospathidium,s:Arcuospathidium_namibiense,JF263442.1.1639_U;tax,k:Eukaryota,OTU2410.p:Alveolata-Ciliophora.g:Arcuospathidium
1520,OTU2411,396,1,396,1709,538,933,100,676,0,97.475,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Chlorophyceae,o:Chlamydomonadales,f:Chlamydomonadales_X,g:Carteria,s:Carteria_cerasiformis,LC037440.1.1709_U;tax,k:Eukaryota,OTU2411.p:Chlorophyta-Chlorophyta_X.g:Carteria
1521,OTU2412,422,92,422,571,1,333,78,564,1.58e-159,97.297,d:Archaeplastida,p:Rhodophyta-Rhodophyta_X,c:Bangiophyceae,o:Cyanidiales,f:Cyanidiales_X,g:Galdieria,s:Galdieria_sulphuraria,MW090722.1.571_U;tax,k:Eukaryota,OTU2412.p:Rhodophyta-Rhodophyta_X.g:Galdieria
1522,OTU2413,408,168,408,1883,746,989,72,292,7.93e-78,88.525,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Fractovitellida,f:Schizoplasmodiidae,g:Ceratiomyxella,s:Ceratiomyxella_tahitiensis,FJ544419.1.1883_U;tax,k:Eukaryota,OTU2413.p:Evosea-Evosea_X.g:Ceratiomyxella
1523,OTU2415,399,1,399,3571,531,929,100,516,4.22e-145,90.025,d:TSAR,p:Alveolata-Dinoflagellata,c:Dinophyceae,o:Peridiniales,f:Peridiniopsidaceae,g:Parvodinium,s:Parvodinium_cunningtonii,ON980537.1.3571_U;tax,k:Eukaryota,OTU2415.p:Alveolata-Dinoflagellata.g:Parvodinium
1524,OTU2416,408,1,408,1883,578,989,100,459,7.39e-128,87.019,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Fractovitellida,f:Schizoplasmodiidae,g:Ceratiomyxella,s:Ceratiomyxella_tahitiensis,FJ544419.1.1883_U;tax,k:Eukaryota,OTU2416.p:Evosea-Evosea_X.g:Ceratiomyxella
1525,OTU2417,407,1,407,1236,623,1029,100,586,3.24e-166,92.647,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Granofilosea,o:Cryptofilida,f:Nanofilidae,g:Nanofila,s:Nanofila_sp,DQ666485.1.1237_U;tax,k:Eukaryota,OTU2417.p:Rhizaria-Cercozoa.g:Nanofila
1526,OTU2418,390,1,390,1829,595,987,100,568,1.12e-160,92.893,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Leptomyxida,f:Flabellulidae,g:Flabellula,s:Flabellula_pomeranica,KT945249.1.1829_U;tax,k:Eukaryota,OTU2418.p:Tubulinea-Tubulinea_X.g:Flabellula
1527,OTU2419,397,1,397,1809,540,936,100,706,0,98.741,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Protosteliida,f:Protosteliida_X,g:Protostelium,s:Protostelium_mycophagum,FJ766484.1.1809_U;tax,k:Eukaryota,OTU2419.p:Evosea-Evosea_X.g:Protostelium
1528,OTU2420,408,1,408,1636,551,961,100,534,1.19e-150,90.268,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Allapsidae,g:Allapsidae_X,s:Allapsidae_X_sp,AB534329.1.1636_U;tax,k:Eukaryota,OTU2420.p:Rhizaria-Cercozoa.g:Allapsidae_X
1529,OTU2423,397,1,397,1741,536,934,100,453,3.34e-126,87.345,d:TSAR,p:Alveolata-Dinoflagellata,c:Dinophyceae,o:Peridiniales,f:Thoracosphaeraceae,g:Stoeckeria,s:Stoeckeria_changwonensis,HG005132.1.1741_U;tax,k:Eukaryota,OTU2423.p:Alveolata-Dinoflagellata.g:Stoeckeria
1530,OTU2424,407,1,407,2266,586,992,100,741,0,99.509,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Sandonidae,g:Sandona,s:Sandona_sp,AM114805.1.2266_U;tax,k:Eukaryota,OTU2424.p:Rhizaria-Cercozoa.g:Sandona
1531,OTU2427,396,1,396,1755,556,953,100,545,5.34e-154,91.479,d:TSAR,p:Alveolata-Dinoflagellata,c:Dinophyceae,o:Dinophyceae_X,f:Dinophyceae_XX,g:Dinophyceae_XXX,s:Dinophyceae_XXX_sp,AB695539.1.1755_U;tax,k:Eukaryota,OTU2427.p:Alveolata-Dinoflagellata.g:Dinophyceae_XXX
1532,OTU2428,373,1,373,1806,582,954,100,473,2.4e-132,89.6,d:Amoebozoa,p:Tubulinea-Tubulinea_X,c:Elardia,o:Euamoebida,f:Hartmannellidae,g:Saccamoeba,s:Saccamoeba_sp,JQ271720.1.1806_U;tax,k:Eukaryota,OTU2428.p:Tubulinea-Tubulinea_X.g:Saccamoeba
1533,OTU2429,435,195,435,1803,742,980,69,250,5.17e-65,85.656,d:Obazoa,p:Opisthokonta-Opisthokonta_X,c:Opisthokonta_XX,o:Opisthokonta_XXX,f:Opisthokonta_XXXX,g:Tunicaraptor,s:Tunicaraptor_unikontum,MT611055.1.1803_U;tax,k:Eukaryota,OTU2429.p:Opisthokonta-Opisthokonta_X.g:Tunicaraptor
1534,OTU2433,414,1,414,1697,524,940,100,501,1.23e-140,88.517,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Amphifilaceae,g:Fibrophrys,s:Fibrophrys_sp,AB721051.1.1697_U;tax,k:Eukaryota,OTU2433.p:Stramenopiles-Bigyra.g:Fibrophrys
1535,OTU2434,406,1,406,1801,576,981,100,507,2.59e-142,89.242,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Vampyrellida,f:Thalassomyxa-lineage,g:Thalassomyxa,s:Thalassomyxa_sp,KC779515.1.1801_U;tax,k:Eukaryota,OTU2434.p:Rhizaria-Cercozoa.g:Thalassomyxa
1536,OTU2435,384,23,384,1800,627,990,94,527,1.87e-148,92.877,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Thecofilosea,o:Cryomonadida,f:Rhogostoma-lineage,g:Rhogostoma-lineage_X,s:Rhogostoma-lineage_X_sp,EF023854.1.1800_U;tax,k:Eukaryota,OTU2435.p:Rhizaria-Cercozoa.g:Rhogostoma-lineage_X
1537,OTU2436,401,1,401,1721,545,945,100,726,0,99.252,d:TSAR,p:Stramenopiles-Gyrista,c:Mediophyceae,o:Thalassiosirales,f:Stephanodiscaceae,g:Cyclotella,s:Cyclotella_meneghiniana,DQ514861.1.1721_U;tax,k:Eukaryota,OTU2436.p:Stramenopiles-Gyrista.g:Cyclotella
1538,OTU2437,411,30,408,1210,4,383,92,490,2.64e-137,89.844,d:Amoebozoa,p:Amoebozoa_X-Amoebozoa_XX,c:Lobosa-G1,o:Lobosa-G1_X,f:Lobosa-G1_XX,g:Lobosa-G1_XXX,s:Lobosa-G1_XXX_sp,FN562427.1.1210_U;tax,k:Eukaryota,OTU2437.p:Amoebozoa_X-Amoebozoa_XX.g:Lobosa-G1_XXX
1539,OTU2445,405,169,405,1796,740,979,59,158,2.99e-37,79.012,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Sagenista_X,f:MAST-8,g:MAST-8A,s:MAST-8A_sp,KJ763674.1.1796_U;tax,k:Eukaryota,OTU2445.p:Stramenopiles-Bigyra.g:MAST-8A
1540,OTU2446,438,1,438,1038,478,916,100,361,2.3e-98,81.92,d:Amoebozoa,p:Evosea-Evosea_X,c:Variosea,o:Variosea_X,f:Variosea_XX,g:Variosea_XXX,s:Variosea_XXX_sp,JN825689.1.1038_U;tax,k:Eukaryota,OTU2446.p:Evosea-Evosea_X.g:Variosea_XXX
1541,OTU2447,383,1,383,1615,544,924,100,407,2.54e-112,86.154,d:TSAR,p:Stramenopiles-Bigyra,c:Sagenista,o:Labyrinthulomycetes,f:Thraustochytriaceae,g:Thraustochytriaceae_X,s:Thraustochytriaceae_X_sp,AF257314.1.1615_U;tax,k:Eukaryota,OTU2447.p:Stramenopiles-Bigyra.g:Thraustochytriaceae_X
1542,OTU2448,398,1,398,1803,586,983,100,508,7.04e-143,89.776,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Cercomonadida,f:Paracercomonadidae,g:Paracercomonas,s:Paracercomonas_sp,AM114800.1.1803_U;tax,k:Eukaryota,OTU2448.p:Rhizaria-Cercozoa.g:Paracercomonas
1543,OTU2450,403,1,403,1796,581,985,100,636,0,95.074,d:TSAR,p:Stramenopiles-Bigyra,c:Opalozoa,o:Opalozoa_X,f:MAST-12,g:MAST-12C,s:MAST-12C_sp,EF023594.1.1796_U;tax,k:Eukaryota,OTU2450.p:Stramenopiles-Bigyra.g:MAST-12C
1544,OTU2451,393,1,393,1699,559,947,100,518,1.15e-145,90.585,d:TSAR,p:Alveolata-Perkinsea,c:Perkinsida,o:Perkinsida_X,f:Perkinsida_XX,g:Perkinsida_XXX,s:Perkinsida_XXX_sp,AY919736.1.1699_U;tax,k:Eukaryota,OTU2451.p:Alveolata-Perkinsea.g:Perkinsida_XXX
1545,OTU2454,415,170,415,1601,736,978,71,235,1.38e-60,84.337,d:Haptista,p:Centroplasthelida-Centroplasthelida_X,c:Centroplasthelida_XX,o:Centroplasthelida_XXX,f:Centroplasthelida_XXXX,g:Centroplasthelida_XXXXX,s:Centroplasthelida_XXXXX_sp,AY749538.1.1601_U;tax,k:Eukaryota,OTU2454.p:Centroplasthelida-Centroplasthelida_X.g:Centroplasthelida_XXXXX
1546,OTU2455,407,172,407,1707,648,884,58,243,8.08e-63,85.417,d:Obazoa,p:Apusomonada-Apusomonada_X,c:Apusomonadidae,o:Apusomonadidae_Group-1,f:Apusomonadidae_Group-1_X,g:Apusomonadidae_Group-1_XX,s:Apusomonadidae_Group-1_XX_sp,AB505489.1.1707_U;tax,k:Eukaryota,OTU2455.p:Apusomonada-Apusomonada_X.g:Apusomonadidae_Group-1_XX
1547,OTU2457,415,1,415,1599,565,979,100,750,0,99.277,d:Obazoa,p:Opisthokonta-Choanoflagellata,c:Choanoflagellatea,o:Choanoflagellatea_X,f:Choanoflagellata_XX_Clade-2,g:Choanoflagellata_XX_Clade-2_X,s:Choanoflagellata_XX_Clade-2_X_sp,EF023370.1.1599_U;tax,k:Eukaryota,OTU2457.p:Opisthokonta-Choanoflagellata.g:Choanoflagellata_XX_Clade-2_X
1548,OTU2458,407,1,407,1583,506,912,100,658,0,95.823,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Sandonidae,g:Sandonidae_X,s:Sandonidae_X_sp,EU709205.1.1583_U;tax,k:Eukaryota,OTU2458.p:Rhizaria-Cercozoa.g:Sandonidae_X
