,V5_4,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11,V12,V5_1,V5_2,V5_3,kingdom,phylum,class,order,family,genus,species,OTU.ID
214,KJ960076,OTU640,323,188,323,501,157,292,42,152,5.71e-37,86.957,gi,MOA23840,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00122,OTU640.g__Glomus
215,KJ960076,OTU671,358,210,358,501,146,292,42,185,6.28e-47,89.262,gi,MOA23840,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00122,OTU671.g__Glomus
216,KJ960076,OTU699,323,188,323,501,157,292,42,169,5.67e-42,89.051,gi,MOA23840,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00122,OTU699.g__Glomus
217,KJ960076,OTU719,329,188,329,501,152,292,59,183,2.06e-46,90.278,gi,MOA23840,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00122,OTU719.g__Glomus
218,KJ960132,OTU647,312,23,68,504,1,46,15,75,1.22e-13,95.652,gi,MOA23863,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00193,OTU647.g__Claroideoglomus
219,LN615280,OTU64,316,23,316,498,1,294,93,499,1.73e-141,97.279,gi,MOA08789,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00001,OTU64.g__Paraglomus
220,LN615357,OTU470,310,23,310,498,1,292,93,220,1.48e-57,80.936,gi,MOA08866,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00051,OTU470.g__Archaeospora
221,LN615639,OTU47,312,23,312,326,1,292,93,521,3.64e-148,98.973,gi,MOA09148,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Diversisporales,f__Gigasporaceae,g__Scutellospora,s__VTX00052,OTU47.g__Scutellospora
222,LN615766,OTU84,311,15,311,504,504,209,95,486,1.32e-137,96.309,gi,MOA09275,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00214,OTU84.g__Glomus
223,LN615770,OTU216,321,17,321,504,504,209,95,139,4.41e-33,76.266,gi,MOA09279,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00338,OTU216.g__Archaeospora
224,LN615770,OTU266,320,17,320,504,504,209,95,134,2.05e-31,75.873,gi,MOA09279,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00338,OTU266.g__Archaeospora
225,LN615770,OTU399,315,182,315,504,341,209,43,124,1.21e-28,83.942,gi,MOA09279,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00338,OTU399.g__Archaeospora
226,LN615770,OTU460,317,17,317,504,504,209,95,130,2.62e-30,75.641,gi,MOA09279,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00338,OTU460.g__Archaeospora
227,LN615770,OTU540,316,17,316,504,504,209,95,113,2.63e-25,74.434,gi,MOA09279,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00338,OTU540.g__Archaeospora
228,LN615770,OTU589,308,17,308,504,504,209,95,134,1.96e-31,75.497,gi,MOA09279,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00338,OTU589.g__Archaeospora
229,LN615770,OTU675,317,17,317,504,504,209,95,124,1.22e-28,75.241,gi,MOA09279,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00338,OTU675.g__Archaeospora
230,LN615961,OTU55,313,23,313,498,1,291,93,483,1.72e-136,96.564,gi,MOA09470,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00308,OTU55.g__Paraglomus
231,LN615961,OTU76,313,23,313,498,1,291,93,460,8.07e-130,95.205,gi,MOA09470,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00308,OTU76.g__Paraglomus
232,LN615961,OTU97,313,23,313,498,1,291,93,283,1.88e-76,84.354,gi,MOA09470,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00308,OTU97.g__Paraglomus
233,LN615961,OTU137,312,23,312,498,1,291,93,359,3.02e-99,89.078,gi,MOA09470,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00308,OTU137.g__Paraglomus
234,LN615961,OTU161,314,23,314,498,1,291,93,444,8.16e-125,94.178,gi,MOA09470,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00308,OTU161.g__Paraglomus
235,LN615961,OTU316,313,23,313,498,1,291,93,438,3.78e-123,93.814,gi,MOA09470,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00308,OTU316.g__Paraglomus
236,LN615961,OTU317,313,23,313,498,1,291,93,411,8.25e-115,92.096,gi,MOA09470,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00308,OTU317.g__Paraglomus
237,LN615961,OTU440,313,23,313,498,1,291,93,444,8.13e-125,94.158,gi,MOA09470,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00308,OTU440.g__Paraglomus
238,LN615961,OTU458,316,23,316,498,1,291,93,302,5.23e-82,85.522,gi,MOA09470,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00308,OTU458.g__Paraglomus
239,LN615961,OTU507,311,23,311,498,1,291,93,298,6.65e-81,85.374,gi,MOA09470,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00308,OTU507.g__Paraglomus
240,LN615961,OTU698,313,23,313,498,1,291,93,411,8.25e-115,92.096,gi,MOA09470,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00308,OTU698.g__Paraglomus
241,LN615961,OTU710,310,23,310,498,1,291,93,351,5.02e-97,88.66,gi,MOA09470,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00308,OTU710.g__Paraglomus
242,LN616085,OTU465,310,23,310,498,1,291,93,185,5.38e-47,78.644,gi,MOA09594,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00363,OTU465.g__Glomus
243,LN616245,OTU363,324,23,324,498,1,291,93,198,7.25e-51,79.344,gi,MOA09754,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00072,OTU363.g__Glomus
244,LN616319,OTU394,313,180,313,498,159,293,43,104,1.57e-22,81.159,gi,MOA09828,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00153,OTU394.g__Glomus
245,LN616459,OTU151,310,23,310,498,1,291,93,302,5.12e-82,85.616,gi,MOA09968,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00308,OTU151.g__Paraglomus
246,LN616459,OTU524,313,23,313,498,1,291,93,466,1.74e-131,95.533,gi,MOA09968,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00308,OTU524.g__Paraglomus
247,LN616459,OTU532,309,23,309,498,1,291,93,213,2.46e-55,80.339,gi,MOA09968,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00308,OTU532.g__Paraglomus
248,LN616459,OTU651,312,23,312,498,1,291,93,420,1.37e-117,92.784,gi,MOA09968,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00308,OTU651.g__Paraglomus
249,LN616459,OTU668,311,23,311,498,1,291,93,342,3.03e-94,88.014,gi,MOA09968,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00308,OTU668.g__Paraglomus
250,LN616520,OTU241,366,23,83,498,1,61,17,80.5,3.12e-15,90.164,gi,MOA10029,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00155,OTU241.g__Glomus
251,LN616529,OTU58,311,23,311,498,1,293,93,300,1.85e-81,85.473,gi,MOA10038,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00281,OTU58.g__Paraglomus
252,LN616529,OTU85,321,23,321,498,1,293,93,148,7.33e-36,76.316,gi,MOA10038,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00281,OTU85.g__Paraglomus
253,LN616529,OTU98,321,23,321,498,1,293,93,287,1.49e-77,84.437,gi,MOA10038,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00281,OTU98.g__Paraglomus
254,LN616529,OTU660,312,25,312,498,3,293,92,235,5.31e-62,81.757,gi,MOA10038,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00281,OTU660.g__Paraglomus
255,LN616757,OTU380,314,23,314,498,1,292,93,246,2.47e-65,82.333,gi,MOA10266,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00281,OTU380.g__Paraglomus
256,LN616757,OTU692,320,186,320,498,160,292,42,148,7.31e-36,86.765,gi,MOA10266,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00281,OTU692.g__Paraglomus
257,LN616802,OTU116,321,186,321,479,155,290,42,180,2.6e-45,90.511,gi,MOA10311,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00153,OTU116.g__Glomus
258,LN616802,OTU210,319,187,319,479,158,290,42,191,1.19e-48,92.537,gi,MOA10311,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00153,OTU210.g__Glomus
259,LN616802,OTU314,321,182,321,479,152,290,44,191,1.2e-48,91.489,gi,MOA10311,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00153,OTU314.g__Glomus
260,LN616802,OTU536,316,181,316,479,155,290,43,180,2.56e-45,90.511,gi,MOA10311,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00153,OTU536.g__Glomus
261,LN616802,OTU537,393,235,393,479,136,290,53,169,6.99e-42,86.25,gi,MOA10311,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00153,OTU537.g__Glomus
262,LN616802,OTU565,331,196,331,479,155,290,41,185,5.78e-47,91.241,gi,MOA10311,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00153,OTU565.g__Glomus
263,LN616802,OTU624,229,91,229,479,152,290,61,169,3.92e-42,88.652,gi,MOA10311,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00153,OTU624.g__Glomus
264,LN617134,OTU237,312,23,312,494,1,290,93,525,2.81e-149,99.31,gi,MOA10643,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00393,OTU237.g__Glomus
265,LN617217,OTU585,315,182,315,498,160,292,58,141,1.2e-33,86.232,gi,MOA10726,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00191,OTU585.g__Glomus
266,LN617656,OTU169,321,23,321,480,1,291,93,191,1.2e-48,78.878,gi,MOA11165,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00099,OTU169.g__Glomus
267,LN618000,OTU152,313,23,313,477,1,291,93,499,1.71e-141,97.595,gi,MOA11509,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00188,OTU152.g__Glomus
268,LN618006,OTU610,333,185,333,498,142,291,60,204,1.61e-52,91.391,gi,MOA11515,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00222,OTU610.g__Glomus
269,LN618205,OTU138,310,23,310,498,1,290,93,285,5.16e-77,84.746,gi,MOA11714,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00222,OTU138.g__Glomus
270,LN618329,OTU81,312,18,312,504,504,210,95,135,5.54e-32,76.206,gi,MOA11838,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00092,OTU81.g__Glomus
271,LN618329,OTU209,314,18,314,504,504,210,95,143,3.33e-34,76.299,gi,MOA11838,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00092,OTU209.g__Glomus
272,LN618329,OTU578,325,18,325,504,504,210,95,147,2.67e-35,76.358,gi,MOA11838,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00092,OTU578.g__Glomus
273,LN618515,OTU613,313,23,313,498,1,292,93,183,1.96e-46,78.595,gi,MOA12024,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00082,OTU613.g__Glomus
274,LN618574,OTU386,307,158,307,498,141,290,64,156,4.18e-38,85.714,gi,MOA12083,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00074,OTU386.g__Glomus
275,LN619088,OTU68,313,17,313,504,504,209,95,126,3.34e-29,75.641,gi,MOA12597,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00400,OTU68.g__Glomus
276,LN619088,OTU208,307,17,307,504,504,209,95,132,7.04e-31,76.282,gi,MOA12597,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00400,OTU208.g__Glomus
277,LN619088,OTU261,312,17,312,504,504,209,95,159,3.29e-39,77.049,gi,MOA12597,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00400,OTU261.g__Glomus
278,LN619106,OTU38,310,16,310,504,504,211,95,167,1.95e-41,77.558,gi,MOA12615,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00417,OTU38.g__Glomus
279,LN619106,OTU175,306,16,306,504,504,211,95,180,2.47e-45,78.548,gi,MOA12615,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00417,OTU175.g__Glomus
280,LN619106,OTU239,306,16,306,504,504,211,95,147,2.51e-35,76.333,gi,MOA12615,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00417,OTU239.g__Glomus
281,LN619106,OTU244,316,16,316,504,504,211,95,178,9.2e-45,78.105,gi,MOA12615,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00417,OTU244.g__Glomus
282,LN619106,OTU250,319,17,319,504,503,211,95,108,1.24e-23,73.856,gi,MOA12615,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00417,OTU250.g__Glomus
283,LN619106,OTU325,300,16,300,504,504,211,95,163,2.43e-40,77.441,gi,MOA12615,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00417,OTU325.g__Glomus
284,LN619106,OTU328,306,16,306,504,504,211,95,158,1.16e-38,77.152,gi,MOA12615,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00417,OTU328.g__Glomus
285,LN619106,OTU337,300,16,300,504,504,211,95,158,1.13e-38,77.258,gi,MOA12615,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00417,OTU337.g__Glomus
286,LN619106,OTU367,313,181,313,504,342,211,42,122,4.33e-28,84.058,gi,MOA12615,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00417,OTU367.g__Glomus
287,LN619106,OTU439,301,16,301,504,504,211,95,187,1.45e-47,78.788,gi,MOA12615,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00417,OTU439.g__Glomus
288,LN619106,OTU445,310,16,310,504,504,211,95,172,4.19e-43,78.176,gi,MOA12615,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00417,OTU445.g__Glomus
289,LN619106,OTU449,304,16,304,504,504,211,95,167,1.91e-41,77.888,gi,MOA12615,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00417,OTU449.g__Glomus
290,LN619106,OTU464,305,16,305,504,504,211,95,169,5.33e-42,77.888,gi,MOA12615,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00417,OTU464.g__Glomus
291,LN619106,OTU468,300,16,300,504,504,211,95,169,5.23e-42,77.926,gi,MOA12615,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00417,OTU468.g__Glomus
292,LN619106,OTU482,305,16,305,504,504,211,95,158,1.15e-38,77.228,gi,MOA12615,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00417,OTU482.g__Glomus
293,LN619106,OTU556,298,16,298,504,504,211,95,156,4.05e-38,77.258,gi,MOA12615,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00417,OTU556.g__Glomus
294,LN619106,OTU560,307,16,307,504,504,211,95,148,6.99e-36,76.797,gi,MOA12615,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00417,OTU560.g__Glomus
295,LN619106,OTU604,316,16,316,504,504,211,95,183,1.98e-46,78.571,gi,MOA12615,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00417,OTU604.g__Glomus
296,LN619106,OTU614,316,16,316,504,504,211,95,161,9.26e-40,77.049,gi,MOA12615,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00417,OTU614.g__Glomus
297,LN619106,OTU643,316,16,316,504,504,211,95,183,1.98e-46,78.641,gi,MOA12615,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00417,OTU643.g__Glomus
298,LN619106,OTU714,301,16,301,504,504,211,95,171,1.46e-42,77.703,gi,MOA12615,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00417,OTU714.g__Glomus
299,LN619106,OTU724,315,16,315,504,504,211,95,156,4.3e-38,76.645,gi,MOA12615,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00417,OTU724.g__Glomus
300,LN619283,OTU236,345,211,345,498,159,294,39,106,4.84e-23,81.429,gi,MOA12792,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00005,OTU236.g__Archaeospora
301,LN619665,OTU563,321,23,321,361,1,292,93,274,1.16e-73,84.039,gi,MOA13174,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00005,OTU563.g__Archaeospora
302,LN619665,OTU727,312,23,312,361,1,292,93,294,8.63e-80,85.235,gi,MOA13174,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00005,OTU727.g__Archaeospora
303,LN619776,OTU633,318,23,318,496,1,290,93,148,7.26e-36,76.568,gi,MOA13285,gb,k__Fungi,p__Mucoromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,g__Archaeospora,s__VTX00338,OTU633.g__Archaeospora
304,LN619868,OTU509,311,23,311,498,1,291,93,137,1.53e-32,76.238,gi,MOA13377,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00322,OTU509.g__Glomus
305,LN620216,OTU50,322,23,322,484,1,291,93,158,1.22e-38,77.707,gi,MOA13725,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00213,OTU50.g__Glomus
306,LN620216,OTU283,320,23,320,484,1,291,93,150,2.03e-36,77.023,gi,MOA13725,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00213,OTU283.g__Glomus
307,LN620216,OTU743,368,278,368,484,199,291,38,121,1.85e-27,90.323,gi,MOA13725,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00213,OTU743.g__Glomus
308,LN620216,OTU752,340,200,340,484,159,291,56,132,7.86e-31,84.615,gi,MOA13725,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00213,OTU752.g__Glomus
309,LN620230,OTU481,332,197,332,495,158,290,57,176,3.49e-44,90.511,gi,MOA13739,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00342,OTU481.g__Glomus
310,LN620291,OTU106,338,199,338,498,164,299,41,172,4.6e-43,89.362,gi,MOA13800,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00193,OTU106.g__Claroideoglomus
311,LN620291,OTU126,330,192,330,498,164,299,42,154,1.62e-37,87.143,gi,MOA13800,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00193,OTU126.g__Claroideoglomus
312,LN620291,OTU240,330,23,330,498,1,299,93,150,2.1e-36,76.433,gi,MOA13800,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00193,OTU240.g__Claroideoglomus
313,LN620291,OTU391,326,23,326,498,1,299,93,207,1.21e-53,80.063,gi,MOA13800,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00193,OTU391.g__Claroideoglomus
314,LN620291,OTU471,320,23,320,498,1,299,93,191,1.2e-48,78.758,gi,MOA13800,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Claroideoglomeraceae,g__Claroideoglomus,s__VTX00193,OTU471.g__Claroideoglomus
315,LN620683,OTU709,309,23,309,477,1,288,93,148,7.04e-36,76.846,gi,MOA14192,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00105,OTU709.g__Glomus
316,LN620974,OTU59,314,23,314,498,1,291,93,322,3.99e-88,86.78,gi,MOA14483,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00375,OTU59.g__Paraglomus
317,LN620974,OTU295,311,23,311,498,1,291,93,159,3.27e-39,77.333,gi,MOA14483,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00375,OTU295.g__Paraglomus
318,LN620974,OTU576,313,23,313,498,1,291,93,327,8.54e-90,87.075,gi,MOA14483,gb,k__Fungi,p__Mucoromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,s__VTX00375,OTU576.g__Paraglomus
319,LN621037,OTU218,322,190,322,487,159,291,56,180,2.61e-45,91.111,gi,MOA14546,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00325,OTU218.g__Glomus
320,LN621120,OTU107,339,200,339,498,159,292,41,148,7.78e-36,86.525,gi,MOA14629,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00153,OTU107.g__Glomus
321,LN621172,OTU125,314,23,314,498,1,291,93,167,1.98e-41,77.815,gi,MOA14681,gb,k__Fungi,p__Mucoromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,s__VTX00360,OTU125.g__Glomus
