,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11,V12,V5_2,V5_3,V5_4,V5_5,V5_6,V5_7,V5_1_1,V5_1_2,V5_1_3,V5_1_4,V5_1_5,OTU.ID
1744,OTU1811,278,1,217,469,253,469,78,390,4.97e-108,99.078,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Devriesia,s__Devriesia_sp,Devriesia_sp,UDB05109255,SH1021115.09FU,reps,k__Fungi,OTU1811.p__Ascomycota.g__Devriesia
1745,OTU1812,263,1,202,444,243,444,77,351,2.21e-96,98.02,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporales_fam_Incertae_sedis,g__Pleosporales_gen_Incertae_sedis,s__Pleosporales_sp,Pleosporales_sp,UDB03696457,SH0993030.09FU,reps,k__Fungi,OTU1812.p__Ascomycota.g__Pleosporales_gen_Incertae_sedis
1746,OTU1813,366,319,364,1125,57,12,13,69.4,3.54e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU1813.p__Ascomycota.g__Fusarium
1747,OTU1814,341,1,280,637,358,637,82,507,5.87e-143,99.286,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetales_fam_Incertae_sedis,g__Spizellomycetales_gen_Incertae_sedis,s__Spizellomycetales_sp,Spizellomycetales_sp,UDB07388437,SH1073701.09FU,reps,k__Fungi,OTU1814.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis
1748,OTU1815,325,1,265,581,316,581,82,457,5.69e-128,97.744,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Agaricales_fam_Incertae_sedis,g__Agaricales_gen_Incertae_sedis,s__Agaricales_sp,Agaricales_sp,EU935570,SH1233039.09FU,reps,k__Fungi,OTU1815.p__Basidiomycota.g__Agaricales_gen_Incertae_sedis
1749,OTU1816,305,1,241,521,279,518,79,416,9.02e-116,97.925,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Cunninghamellaceae,g__Absidia,s__Absidia_sp,Absidia_sp,UDB04475140,SH0915700.09FU,reps,k__Fungi,OTU1816.p__Mucoromycota.g__Absidia
1750,OTU1817,332,1,272,548,276,548,82,481,3.46e-135,98.54,p__Basidiomycota,c__Exobasidiomycetes,o__Exobasidiales,f__Brachybasidiaceae,g__Meira,s__Meira_sp,Meira_sp,JX682683,SH0996638.09FU,reps,k__Fungi,OTU1817.p__Basidiomycota.g__Meira
1751,OTU1818,353,292,351,657,370,311,17,67.6,1.23e-10,86.667,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp,Fungi_sp,UDB02135298,SH1195924.09FU,reps,k__Fungi,OTU1818.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis
1752,OTU1819,303,1,234,553,329,544,77,172,2.14e-42,81.59,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Ascomycota_gen_Incertae_sedis,s__Ascomycota_sp,Ascomycota_sp,AB217787,SH1184108.09FU,reps,k__Fungi,OTU1819.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis
1753,OTU1820,389,1,65,673,263,327,17,104,1.04e-21,95.385,p__Zoopagomycota,c__Zoopagomycetes,o__Zoopagales,f__Piptocephalidaceae,g__Syncephalis,s__Syncephalis_sp,Syncephalis_sp,UDB0722130,SH1175445.09FU,reps,k__Fungi,OTU1820.p__Zoopagomycota.g__Syncephalis
1754,OTU1821,309,1,241,610,358,597,78,405,1.98e-112,97.095,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Bolbitiaceae,g__Conocybe,s__Conocybe_sp,Conocybe_sp,UDB04143995,SH1182687.09FU,reps,k__Fungi,OTU1821.p__Basidiomycota.g__Conocybe
1755,OTU1822,323,1,262,527,265,527,81,473,5.61e-133,99.24,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavariaceae_gen_Incertae_sedis,s__Clavariaceae_sp,Clavariaceae_sp,UDB03185547,SH0892607.09FU,reps,k__Fungi,OTU1822.p__Basidiomycota.g__Clavariaceae_gen_Incertae_sedis
1756,OTU1823,370,1,86,737,419,504,23,110,2.11e-23,89.655,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp,Fungi_sp,UDB0751837,SH1321765.09FU,reps,k__Fungi,OTU1823.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis
1757,OTU1824,393,346,391,1125,57,12,12,69.4,3.82e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU1824.p__Ascomycota.g__Fusarium
1758,OTU1825,287,1,226,494,272,494,79,337,6.79e-92,93.805,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Volutella,s__Volutella_sp,Volutella_sp,UDB07352236,SH0900849.09FU,reps,k__Fungi,OTU1825.p__Ascomycota.g__Volutella
1759,OTU1826,347,300,345,1125,57,12,13,69.4,3.34e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU1826.p__Ascomycota.g__Fusarium
1760,OTU1827,403,349,401,1125,64,12,13,65.8,5.08e-10,88.889,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU1827.p__Ascomycota.g__Fusarium
1761,OTU1829,280,1,174,464,289,462,62,239,1.92e-62,91.379,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriaceae,g__Ceramothyrium,s__Ceramothyrium_podocarpicola,Ceramothyrium_podocarpicola,MN562139,SH1700222.09FU,refs_singleton,k__Fungi,OTU1829.p__Ascomycota.g__Ceramothyrium
1762,OTU1830,272,1,211,485,274,485,78,368,2.27e-101,98.113,p__Ascomycota,c__Eurotiomycetes,o__Verrucariales,f__Verrucariaceae,g__Endocarpon,s__Endocarpon_petrolepideum,Endocarpon_petrolepideum,UDB05308172,SH1304775.09FU,reps,k__Fungi,OTU1830.p__Ascomycota.g__Endocarpon
1763,OTU1831,344,1,55,1402,784,838,16,91.6,7.07e-18,96.364,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Thelephora,s__Thelephora_palmata,Thelephora_palmata,UDB05500191,SH1200215.09FU,reps,k__Fungi,OTU1831.p__Basidiomycota.g__Thelephora
1764,OTU1832,316,1,276,615,342,615,87,448,3.32e-125,96.029,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,s__Coprinellus_sclerocystidiosus,Coprinellus_sclerocystidiosus,MH856996,SH1902031.09FU,refs,k__Fungi,OTU1832.p__Basidiomycota.g__Coprinellus
1765,OTU1833,349,302,344,581,484,527,12,63.9,1.57e-09,93.182,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Pezicula,s__Pezicula_radicicola,Pezicula_radicicola,FJ179465,SH0975489.09FU,reps,k__Fungi,OTU1833.p__Ascomycota.g__Pezicula
1766,OTU1834,300,1,239,526,289,526,80,368,2.51e-101,94.583,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Hypocreales_gen_Incertae_sedis,s__Hypocreales_sp,Hypocreales_sp,UDB03563207,SH1192107.09FU,reps,k__Fungi,OTU1834.p__Ascomycota.g__Hypocreales_gen_Incertae_sedis
1767,OTU1835,341,1,280,619,338,619,82,503,7.59e-142,98.936,p__Chytridiomycota,c__Rhizophlyctidomycetes,o__Rhizophlyctidales,f__Rhizophlyctidaceae,g__Rhizophlyctis,s__Rhizophlyctis_rosea,Rhizophlyctis_rosea,UDB06417993,SH1067652.09FU,reps,k__Fungi,OTU1835.p__Chytridiomycota.g__Rhizophlyctis
1768,OTU1836,298,1,237,503,267,503,80,427,4.06e-119,99.156,p__Basidiomycota,c__Agaricomycetes,o__Geastrales,f__Geastraceae,g__Geastrum,s__Geastrum_sp,Geastrum_sp,UDB02682604,SH0907435.09FU,reps,k__Fungi,OTU1836.p__Basidiomycota.g__Geastrum
1769,OTU1837,299,1,238,689,454,689,80,350,9.08e-96,93.305,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pyronemataceae,g__Pyronemataceae_gen_Incertae_sedis,s__Pyronemataceae_sp,Pyronemataceae_sp,UDB05852717,SH1319395.09FU,reps,k__Fungi,OTU1837.p__Ascomycota.g__Pyronemataceae_gen_Incertae_sedis
1770,OTU1838,347,1,154,569,298,454,44,126,1.96e-28,81.875,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidiaceae_gen_Incertae_sedis,s__Ceratobasidiaceae_sp,Ceratobasidiaceae_sp,UDB01676816,SH0891511.09FU,reps,k__Fungi,OTU1838.p__Basidiomycota.g__Ceratobasidiaceae_gen_Incertae_sedis
1771,OTU1839,409,1,348,765,427,765,85,385,3.49e-106,87.179,p__Chytridiomycota,c__Rhizophlyctidomycetes,o__Rhizophlyctidales,f__Rhizophlyctidales_fam_Incertae_sedis,g__Rhizophlyctidales_gen_Incertae_sedis,s__Rhizophlyctidales_sp,Rhizophlyctidales_sp,UDB06401040,SH1191519.09FU,reps,k__Fungi,OTU1839.p__Chytridiomycota.g__Rhizophlyctidales_gen_Incertae_sedis
1772,OTU1840,334,1,274,594,323,594,82,494,4.47e-139,99.27,p__Ascomycota,c__Sordariomycetes,o__Branch06,f__Branch06_fam_Incertae_sedis,g__Branch06_gen_Incertae_sedis,s__Branch06_sp,Branch06_sp,EU003051,SH1270983.09FU,reps,k__Fungi,OTU1840.p__Ascomycota.g__Branch06_gen_Incertae_sedis
1773,OTU1841,270,1,209,504,296,504,77,375,1.35e-103,99.043,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,s__Neosetophoma_rosigena,Neosetophoma_rosigena,MG828928,SH1092041.09FU,refs,k__Fungi,OTU1841.p__Ascomycota.g__Neosetophoma
1774,OTU1842,316,1,256,465,211,465,81,466,9.17e-131,99.609,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,s__Rhizophagus_irregularis,Rhizophagus_irregularis,JF820475,SH0908016.09FU,reps,k__Fungi,OTU1842.p__Glomeromycota.g__Rhizophagus
1775,OTU1843,288,1,228,501,274,501,79,411,3.96e-114,99.123,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Caespitomonium,s__Caespitomonium_euphorbiae,Caespitomonium_euphorbiae,OK664698,SH0885397.09FU,refs,k__Fungi,OTU1843.p__Ascomycota.g__Caespitomonium
1776,OTU1844,307,1,267,542,272,536,87,481,3.17e-135,99.251,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Meyerozyma,s__Meyerozyma_caribbica,Meyerozyma_caribbica,KY104222,SH2935616.09FU,refs,k__Fungi,OTU1844.p__Ascomycota.g__Meyerozyma
1777,OTU1845,310,275,305,581,496,527,10,52.8,2.98e-06,96.875,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Pezicula,s__Pezicula_radicicola,Pezicula_radicicola,FJ179465,SH0975489.09FU,reps,k__Fungi,OTU1845.p__Ascomycota.g__Pezicula
1778,OTU1846,366,331,361,581,496,527,8,52.8,3.57e-06,96.875,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Pezicula,s__Pezicula_radicicola,Pezicula_radicicola,FJ179465,SH0975489.09FU,reps,k__Fungi,OTU1846.p__Ascomycota.g__Pezicula
1779,OTU1847,401,1,338,1026,698,1024,84,414,4.35e-115,89.381,p__Chytridiomycota,c__Chytridiomycota_cls_Incertae_sedis,o__Chytridiomycota_ord_Incertae_sedis,f__Chytridiomycota_fam_Incertae_sedis,g__Chytridiomycota_gen_Incertae_sedis,s__Chytridiomycota_sp,Chytridiomycota_sp,UDB02303416,SH1318107.09FU,reps,k__Fungi,OTU1847.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis
1780,OTU1848,343,296,341,1125,57,12,13,69.4,3.3e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU1848.p__Ascomycota.g__Fusarium
1781,OTU1849,356,321,351,581,496,527,9,52.8,3.46e-06,96.875,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Pezicula,s__Pezicula_radicicola,Pezicula_radicicola,FJ179465,SH0975489.09FU,reps,k__Fungi,OTU1849.p__Ascomycota.g__Pezicula
1782,OTU1850,344,1,239,546,290,505,69,143,1.92e-33,79.508,p__Ascomycota,c__Sordariomycetes,o__Microascales,f__Halosphaeriaceae,g__Arenariomyces,s__Arenariomyces_majusculus,Arenariomyces_majusculus,MT569559,SH0995476.09FU,reps,k__Fungi,OTU1850.p__Ascomycota.g__Arenariomyces
1783,OTU1851,261,1,200,418,219,418,77,364,2.81e-100,99.5,p__Ascomycota,c__Pezizomycotina_cls_Incertae_sedis,o__Pezizomycotina_ord_Incertae_sedis,f__Pezizomycotina_fam_Incertae_sedis,g__Pezizomycotina_gen_Incertae_sedis,s__Pezizomycotina_sp,Pezizomycotina_sp,UDB04351118,SH1041834.09FU,reps,k__Fungi,OTU1851.p__Ascomycota.g__Pezizomycotina_gen_Incertae_sedis
1784,OTU1852,313,1,253,520,269,520,81,427,4.28e-119,97.233,p__Olpidiomycota,c__Olpidiomycota_cls_Incertae_sedis,o__Olpidiomycota_ord_Incertae_sedis,f__Olpidiomycota_fam_Incertae_sedis,g__Olpidiomycota_gen_Incertae_sedis,s__Olpidiomycota_sp,Olpidiomycota_sp,UDB02414973,SH0959308.09FU,reps,k__Fungi,OTU1852.p__Olpidiomycota.g__Olpidiomycota_gen_Incertae_sedis
1785,OTU1853,268,1,208,466,259,466,78,385,2.22e-106,100,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Massarinaceae,g__Stagonospora,s__Stagonospora_trichophoricola,Stagonospora_trichophoricola,MH793587,SH0952924.09FU,reps,k__Fungi,OTU1853.p__Ascomycota.g__Stagonospora
1786,OTU1855,370,331,368,758,508,545,10,65.8,4.64e-10,97.368,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp,Auriculariales_sp,JQ272342,SH0954825.09FU,reps,k__Fungi,OTU1855.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis
1787,OTU1856,446,1,109,531,242,344,24,108,9.27e-23,85.455,p__Aphelidiomycota,c__Aphelidiomycetes,o__GS16,f__GS16_fam_Incertae_sedis,g__GS16_gen_Incertae_sedis,s__GS16_sp,GS16_sp,UDB02397657,SH0916171.09FU,reps,k__Fungi,OTU1856.p__Aphelidiomycota.g__GS16_gen_Incertae_sedis
1788,OTU1857,303,1,243,511,267,511,80,440,5.31e-123,99.184,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Paramyrothecium,s__Paramyrothecium_humicola,Paramyrothecium_humicola,KU846295,SH1074294.09FU,refs,k__Fungi,OTU1857.p__Ascomycota.g__Paramyrothecium
1789,OTU1858,325,51,264,214,1,214,66,396,1.26e-109,100,p__Chytridiomycota,c__Chytridiomycetes,o__Chytridiomycetes_ord_Incertae_sedis,f__Chytridiomycetes_fam_Incertae_sedis,g__Chytridiomycetes_gen_Incertae_sedis,s__Chytridiomycetes_sp,Chytridiomycetes_sp,MK018998,SH1192113.09FU,reps,k__Fungi,OTU1858.p__Chytridiomycota.g__Chytridiomycetes_gen_Incertae_sedis
1790,OTU1859,297,59,289,491,491,261,78,427,4.05e-119,100,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces,s__Talaromyces_adpressus,Talaromyces_adpressus,KU866657,SH4242394.09FU,refs,k__Fungi,OTU1859.p__Ascomycota.g__Talaromyces
1791,OTU1860,283,203,281,1125,88,12,28,106,2.05e-22,91.25,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU1860.p__Ascomycota.g__Fusarium
1792,OTU1861,289,1,227,523,293,523,79,235,2.55e-61,85.345,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Stachybotrys,s__Stachybotrys_sp,Stachybotrys_sp,UDB07566219,SH0960082.09FU,reps,k__Fungi,OTU1861.p__Ascomycota.g__Stachybotrys
1793,OTU1862,325,278,323,1125,57,12,14,69.4,3.12e-11,93.478,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU1862.p__Ascomycota.g__Fusarium
1794,OTU1863,353,1,292,642,351,642,83,484,2.85e-136,96.61,p__Chytridiomycota,c__Spizellomycetes,o__Spizellomycetales,f__Spizellomycetales_fam_Incertae_sedis,g__Spizellomycetales_gen_Incertae_sedis,s__Spizellomycetales_sp,Spizellomycetales_sp,UDB07388509,SH1209049.09FU,reps,k__Fungi,OTU1863.p__Chytridiomycota.g__Spizellomycetales_gen_Incertae_sedis
1795,OTU1864,315,41,307,505,505,238,85,472,1.96e-132,98.507,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Metarhizium,s__Metarhizium_anisopliae,Metarhizium_anisopliae,KC147657,SH0901290.09FU,reps,k__Fungi,OTU1864.p__Ascomycota.g__Metarhizium
1796,OTU1865,335,3,273,489,220,489,81,433,9.91e-121,95.636,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Septoglomus,s__Septoglomus_sp,Septoglomus_sp,UDB06941702,SH1145875.09FU,reps,k__Fungi,OTU1865.p__Glomeromycota.g__Septoglomus
1797,OTU1866,309,1,249,454,207,454,81,414,3.29e-115,96.8,p__Glomeromycota,c__Glomeromycetes,o__Diversisporales,f__Diversisporaceae,g__Diversisporaceae_gen_Incertae_sedis,s__Diversisporaceae_sp,Diversisporaceae_sp,UDB0695821,SH0981065.09FU,reps,k__Fungi,OTU1866.p__Glomeromycota.g__Diversisporaceae_gen_Incertae_sedis
1798,OTU1868,279,1,239,537,298,530,86,243,1.48e-63,85.356,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriaceae,g__Longihyalospora,s__Longihyalospora_ampeli,Longihyalospora_ampeli,MN219716,SH1158568.09FU,refs,k__Fungi,OTU1868.p__Ascomycota.g__Longihyalospora
1799,OTU1869,273,1,223,476,254,476,82,412,1.04e-114,100,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Trematosphaeriaceae,g__Trematosphaeria,s__Trematosphaeria_grisea,Trematosphaeria_grisea,KF015662,SH0985884.09FU,refs,k__Fungi,OTU1869.p__Ascomycota.g__Trematosphaeria
1800,OTU1870,348,313,346,758,512,545,10,63.9,1.56e-09,100,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp,Auriculariales_sp,JQ272342,SH0954825.09FU,reps,k__Fungi,OTU1870.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis
1801,OTU1871,397,1,335,867,533,866,84,424,7.16e-118,89.645,p__Chytridiomycota,c__Chytridiomycota_cls_Incertae_sedis,o__Chytridiomycota_ord_Incertae_sedis,f__Chytridiomycota_fam_Incertae_sedis,g__Chytridiomycota_gen_Incertae_sedis,s__Chytridiomycota_sp,Chytridiomycota_sp,UDB02301760,SH1147490.09FU,reps,k__Fungi,OTU1871.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis
1802,OTU1872,328,1,268,425,159,425,82,488,2.04e-137,99.627,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinopsis,s__Coprinopsis_sp,Coprinopsis_sp,FM866380,SH1204287.09FU,reps,k__Fungi,OTU1872.p__Basidiomycota.g__Coprinopsis
1803,OTU1873,347,1,286,544,259,544,82,529,1.28e-149,100,p__Chytridiomycota,c__Rhizophydiomycetes,o__Rhizophydiales,f__Alphamycetaceae,g__Betamyces,s__Betamyces_sp,Betamyces_sp,UDB01509835,SH0903512.09FU,reps,k__Fungi,OTU1873.p__Chytridiomycota.g__Betamyces
1804,OTU1874,281,1,234,520,289,520,83,414,2.98e-115,98.718,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__Penicillium_javanicum,Penicillium_javanicum,FJ231025,SH1229122.09FU,reps,k__Fungi,OTU1874.p__Ascomycota.g__Penicillium
1805,OTU1875,331,1,251,529,240,492,76,399,9.92e-111,95.257,p__Ascomycota,c__Sordariomycetes,o__Lulworthiales,f__Lulworthiaceae,g__Lulworthiaceae_gen_Incertae_sedis,s__Lulworthiaceae_sp,Lulworthiaceae_sp,UDB03143364,SH0937547.09FU,reps,k__Fungi,OTU1875.p__Ascomycota.g__Lulworthiaceae_gen_Incertae_sedis
1806,OTU1876,349,1,289,536,248,536,83,534,2.76e-151,100,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Cystofilobasidiaceae,g__Cystofilobasidium,s__Cystofilobasidium_macerans,Cystofilobasidium_macerans,AF444329,SH1295650.09FU,refs,k__Fungi,OTU1876.p__Basidiomycota.g__Cystofilobasidium
1807,OTU1877,323,1,263,562,300,562,81,486,7.21e-137,100,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__Serendipita,s__Serendipita_sp,Serendipita_sp,UDB07001245,SH1212346.09FU,reps,k__Fungi,OTU1877.p__Basidiomycota.g__Serendipita
1808,OTU1878,269,1,208,450,244,450,77,355,1.75e-97,97.596,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Sporormiella,s__Sporormiella_sp,Sporormiella_sp,UDB07559137,SH0978282.09FU,reps,k__Fungi,OTU1878.p__Ascomycota.g__Sporormiella
1809,OTU1879,291,1,231,496,266,496,79,427,3.96e-119,100,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Stachybotrys,s__Stachybotrys_limonisporus,Stachybotrys_limonisporus,KU846735,SH1074105.09FU,refs,k__Fungi,OTU1879.p__Ascomycota.g__Stachybotrys
1810,OTU1880,259,1,159,430,235,390,61,196,1.08e-49,89.375,p__Ascomycota,c__Ascomycota_cls_Incertae_sedis,o__Ascomycota_ord_Incertae_sedis,f__Ascomycota_fam_Incertae_sedis,g__Ascomycota_gen_Incertae_sedis,s__Ascomycota_sp,Ascomycota_sp,UDB01391067,SH1050992.09FU,reps,k__Fungi,OTU1880.p__Ascomycota.g__Ascomycota_gen_Incertae_sedis
1811,OTU1881,371,1,64,646,350,413,17,97.1,1.65e-19,93.846,p__Chytridiomycota,c__Chytridiomycota_cls_Incertae_sedis,o__Chytridiomycota_ord_Incertae_sedis,f__Chytridiomycota_fam_Incertae_sedis,g__Chytridiomycota_gen_Incertae_sedis,s__Chytridiomycota_sp,Chytridiomycota_sp,UDB02251140,SH1321704.09FU,reps,k__Fungi,OTU1881.p__Chytridiomycota.g__Chytridiomycota_gen_Incertae_sedis
1812,OTU1882,314,1,244,511,260,500,78,359,1.59e-98,93.469,p__Fungi_phy_Incertae_sedis,c__Fungi_cls_Incertae_sedis,o__Fungi_ord_Incertae_sedis,f__Fungi_fam_Incertae_sedis,g__Fungi_gen_Incertae_sedis,s__Fungi_sp,Fungi_sp,KY379617,SH1160566.09FU,reps,k__Fungi,OTU1882.p__Fungi_phy_Incertae_sedis.g__Fungi_gen_Incertae_sedis
1813,OTU1883,355,1,295,611,317,611,83,540,6.04e-153,99.661,p__Basidiomycota,c__Exobasidiomycetes,o__Tilletiales,f__Tilletiaceae,g__Tilletia,s__Tilletia_setariae-parviflorae,Tilletia_setariae-parviflorae,MH231806,SH1231188.09FU,reps,k__Fungi,OTU1883.p__Basidiomycota.g__Tilletia
1814,OTU1884,299,1,248,585,338,582,83,435,2.44e-121,98.387,p__Mucoromycota,c__Mucoromycetes,o__Mucorales,f__Mucoraceae,g__Mucor,s__Mucor_circinelloides,Mucor_circinelloides,JQ418436,SH1055186.09FU,reps,k__Fungi,OTU1884.p__Mucoromycota.g__Mucor
1815,OTU1885,267,1,216,479,267,479,81,324,4.89e-88,93.981,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Hyweljonesia,s__Hyweljonesia_indica,Hyweljonesia_indica,MF322773,SH1708642.09FU,refs_singleton,k__Fungi,OTU1885.p__Ascomycota.g__Hyweljonesia
1816,OTU1886,341,302,339,758,508,545,11,71.3,9.12e-12,100,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Auriculariales_fam_Incertae_sedis,g__Auriculariales_gen_Incertae_sedis,s__Auriculariales_sp,Auriculariales_sp,JQ272342,SH0954825.09FU,reps,k__Fungi,OTU1886.p__Basidiomycota.g__Auriculariales_gen_Incertae_sedis
1817,OTU1887,292,1,231,495,260,495,79,375,1.46e-103,95.763,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Geosmithia,s__Geosmithia_sp,Geosmithia_sp,UDB03042562,SH0945922.09FU,reps,k__Fungi,OTU1887.p__Ascomycota.g__Geosmithia
1818,OTU1888,310,1,250,460,211,460,81,462,1.16e-129,100,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Rhizophagus,s__Rhizophagus_irregularis,Rhizophagus_irregularis,JF820469,SH0908027.09FU,reps,k__Fungi,OTU1888.p__Glomeromycota.g__Rhizophagus
1819,OTU1889,342,282,340,1125,70,12,17,71.3,9.15e-12,88.136,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_oxysporum,Fusarium_oxysporum,UDB041458,SH1099032.09FU,reps,k__Fungi,OTU1889.p__Ascomycota.g__Fusarium
1820,OTU1890,287,1,226,550,325,550,79,412,1.1e-114,99.558,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Cyphellophoraceae,g__Cyphellophora,s__Cyphellophora_sp,Cyphellophora_sp,UDB04511488,SH1205938.09FU,reps,k__Fungi,OTU1890.p__Ascomycota.g__Cyphellophora
1821,OTU1891,340,293,335,581,484,527,13,63.9,1.52e-09,93.182,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Pezicula,s__Pezicula_radicicola,Pezicula_radicicola,FJ179465,SH0975489.09FU,reps,k__Fungi,OTU1891.p__Ascomycota.g__Pezicula
