,V1,V2,V3,V4,V6,V7,V8,V9,V10,V11,V12,V5_2,V5_3,V5_4,V5_5,V5_6,V5_7,V5_1_1,V5_1_2,OTU.ID
1052,OTU1063,273,1,273,1420,474,746,100,366,7.1e-100,90.842,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured|marine|bacterium,_,JN119131.1.1420,Bacteria,OTU1063.Chloroflexi.uncultured|marine|bacterium
1053,OTU1064,273,1,273,1488,509,780,100,481,2.43e-134,98.535,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,_,HQ121127.1.1488,Bacteria,OTU1064.Planctomycetota.Gemmata
1054,OTU1065,273,1,273,1391,512,784,100,466,6.81e-130,97.436,Planctomycetota,OM190,_,_,_,_,FJ208810.1.1391,Bacteria,OTU1065.Planctomycetota._
1055,OTU1066,273,2,273,1310,467,738,99,381,2.54e-104,91.941,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,_,_,JQ407966.1.1310,Bacteria,OTU1066.Chloroflexi._
1056,OTU1067,273,1,273,1501,523,795,100,488,1.45e-136,98.901,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavitalea,metagenome,FPLS01048191.22.1522,Bacteria,OTU1067.Bacteroidota.Flavitalea
1057,OTU1068,273,1,273,1511,533,805,100,494,3.12e-138,99.267,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,_,_,FJ479169.1.1511,Bacteria,OTU1068.Acidobacteriota._
1058,OTU1069,273,1,273,1412,537,809,100,483,6.76e-135,98.535,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,uncultured|delta|proteobacterium,AY921809.1.1412,Bacteria,OTU1069.Myxococcota.Anaeromyxobacter
1059,OTU1070,273,1,273,1468,523,795,100,494,3.12e-138,99.267,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,_,DQ129646.1.1468,Bacteria,OTU1070.Bacteroidota.Flavisolibacter
1060,OTU1071,274,1,274,1350,486,759,100,446,8.91e-124,95.985,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,_,_,JF175654.1.1350,Bacteria,OTU1071.Planctomycetota._
1061,OTU1072,273,1,273,1321,470,742,100,483,6.76e-135,98.535,Chloroflexi,Anaerolineae,SBR1031,A4b,_,_,EU133957.1.1321,Bacteria,OTU1072.Chloroflexi._
1062,OTU1073,273,1,273,1389,515,789,100,473,4.07e-132,97.818,Myxococcota,Polyangia,Polyangiales,BIrii41,_,_,LN570784.1.1389,Bacteria,OTU1073.Myxococcota._
1063,OTU1074,273,1,273,1360,501,773,100,494,3.12e-138,99.267,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,_,_,KC432241.1.1360,Bacteria,OTU1074.Proteobacteria._
1064,OTU1075,273,1,273,1359,486,758,100,449,6.86e-125,96.337,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101|soil|group,_,_,EF018647.1.1359,Bacteria,OTU1075.Planctomycetota._
1065,OTU1076,274,1,274,1504,517,790,100,473,4.09e-132,97.81,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,_,_,GQ262858.1.1504,Bacteria,OTU1076.Gemmatimonadota._
1066,OTU1077,273,1,273,1453,474,746,100,494,3.12e-138,99.267,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya|VRUC|135,_,JQ769826.1.1453,Bacteria,OTU1077.Cyanobacteria.Leptolyngbya|VRUC|135
1067,OTU1078,274,1,274,1464,497,769,100,455,1.48e-126,96.715,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,_,_,KF596677.1.1464,Bacteria,OTU1078.Proteobacteria._
1068,OTU1079,273,1,265,1490,491,760,97,460,3.17e-128,97.778,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,_,_,JN178578.1.1490,Bacteria,OTU1079.Chloroflexi._
1069,OTU1080,274,1,274,1456,492,765,100,490,4.06e-137,98.905,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,_,uncultured|organism,JN537385.1.1456,Bacteria,OTU1080.Planctomycetota._
1070,OTU1081,273,1,273,1524,542,814,100,438,1.48e-121,95.62,Planctomycetota,OM190,_,_,_,_,EU881095.1.1524,Bacteria,OTU1081.Planctomycetota._
1071,OTU1082,273,1,273,1369,447,719,100,477,3.15e-133,98.168,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,_,AB696331.1.1369,Bacteria,OTU1082.Planctomycetota.Pirellula
1072,OTU1083,273,1,273,1344,484,756,100,472,1.46e-131,97.802,Planctomycetota,Planctomycetes,Planctomycetales,_,uncultured|planctomycete,_,AM935815.1.1344,Bacteria,OTU1083.Planctomycetota.uncultured|planctomycete
1073,OTU1084,273,1,273,1520,523,795,100,449,6.86e-125,96.337,Chloroflexi,Anaerolineae,Ardenticatenales,_,_,_,KC191775.1.1520,Bacteria,OTU1084.Chloroflexi._
1074,OTU1085,273,1,273,1374,460,732,100,460,3.17e-128,97.07,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nostoc|BDU-40302,Nostoc|sp.|HCC1088,MH036183.1.1374,Bacteria,OTU1085.Cyanobacteria.Nostoc|BDU-40302
1075,OTU1086,274,1,274,1340,482,755,100,468,1.9e-130,97.445,Actinobacteriota,Acidimicrobiia,IMCC26256,_,_,_,JF145577.1.1340,Bacteria,OTU1086.Actinobacteriota._
1076,OTU1087,273,1,273,1513,512,784,100,488,1.45e-136,98.901,Actinobacteriota,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Nocardiopsis|synnemataformans|DSM|44143,ANAW01000308.302.1814,Bacteria,OTU1087.Actinobacteriota.Nocardiopsis
1077,OTU1088,273,2,273,1345,424,695,99,331,2.59e-89,88.645,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,wastewater|metagenome,_,CXWK01001735.4041.5385,Bacteria,OTU1088.Chloroflexi.wastewater|metagenome
1078,OTU1089,273,2,273,1443,438,709,99,466,6.81e-130,97.436,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,uncultured|endolithic|bacterium,AB473908.1.1443,Bacteria,OTU1089.Planctomycetota.Gemmata
1079,OTU1090,273,1,273,1316,454,726,100,483,6.76e-135,98.535,Planctomycetota,OM190,_,_,_,_,BX294710.1.1316,Bacteria,OTU1090.Planctomycetota._
1080,OTU1091,273,1,273,1500,522,794,100,488,1.45e-136,98.901,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas|sp.|LFJS3-9,DQ164217.1.1500,Bacteria,OTU1091.Proteobacteria.Pseudomonas
1081,OTU1092,273,1,273,1456,496,768,100,466,6.81e-130,97.436,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Parviterribacter,Parviterribacter|kavangonensis,KP981370.1.1456,Bacteria,OTU1092.Actinobacteriota.Parviterribacter
1082,OTU1093,273,1,273,913,465,737,100,444,3.19e-123,95.971,Thermoplasmatota,Thermoplasmata,Marine|Group|II,uncultured|archaeon,_,_,KC604476.1.913,Archaea,OTU1093.Thermoplasmatota._
1083,OTU1094,273,1,273,1426,470,742,100,477,3.15e-133,98.168,Acidobacteriota,Acidobacteriae,PAUC26f,_,_,_,KF616613.1.1426,Bacteria,OTU1094.Acidobacteriota._
1084,OTU1095,273,1,273,1374,515,787,100,494,3.12e-138,99.267,Gemmatimonadota,BD2-11|terrestrial|group,_,_,_,_,KC432270.1.1374,Bacteria,OTU1095.Gemmatimonadota._
1085,OTU1096,273,2,273,1548,542,813,99,453,5.3e-126,96.691,Acidobacteriota,Subgroup|26,_,_,_,_,JN977197.1.1548,Bacteria,OTU1096.Acidobacteriota._
1086,OTU1097,273,1,273,1494,515,787,100,449,6.86e-125,96.337,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup|10,uncultured|Acidobacteria|bacterium,FJ205217.1.1494,Bacteria,OTU1097.Acidobacteriota.Subgroup|10
1087,OTU1098,273,1,273,1487,497,769,100,483,6.76e-135,98.535,Armatimonadota,_,_,_,_,_,JN037996.1.1487,Bacteria,OTU1098.Armatimonadota._
1088,OTU1099,273,1,273,1409,438,710,100,488,1.45e-136,98.901,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Jiangella,_,GU574028.1.1409,Bacteria,OTU1099.Actinobacteriota.Jiangella
1089,OTU1100,273,1,273,1395,450,722,100,455,1.47e-126,96.703,Chloroflexi,KD4-96,_,_,_,_,KY190653.1.1395,Bacteria,OTU1100.Chloroflexi._
1090,OTU1101,273,1,273,1421,476,748,100,429,8.93e-119,94.872,Chloroflexi,Anaerolineae,Ardenticatenales,_,uncultured|soil|bacterium,_,AY326635.1.1421,Bacteria,OTU1101.Chloroflexi.uncultured|soil|bacterium
1091,OTU1102,273,1,273,1367,487,759,100,433,6.91e-120,95.238,Planctomycetota,OM190,_,_,_,_,LN573914.1.1367,Bacteria,OTU1102.Planctomycetota._
1092,OTU1103,273,1,273,1326,461,733,100,427,3.21e-118,94.872,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Litorilinea,_,JN801077.1.1326,Bacteria,OTU1103.Chloroflexi.Litorilinea
1093,OTU1104,273,1,273,1452,511,783,100,472,1.46e-131,97.802,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,_,_,_,JQ337437.1.1452,Bacteria,OTU1104.Acidobacteriota._
1094,OTU1105,273,1,273,1467,461,733,100,466,6.81e-130,97.436,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,_,_,JQ426157.1.1467,Bacteria,OTU1105.Chloroflexi._
1095,OTU1106,273,1,272,1429,436,706,99,457,4.1e-127,97.059,Chloroflexi,Anaerolineae,SBR1031,uncultured|Caldilineaceae|bacterium,_,_,HM438265.1.1429,Bacteria,OTU1106.Chloroflexi._
1096,OTU1107,273,1,273,1471,508,781,100,477,3.15e-133,98.175,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,_,_,KY190353.1.1471,Bacteria,OTU1107.Verrucomicrobiota._
1097,OTU1108,272,1,272,1461,500,771,100,353,5.51e-96,90.11,Chloroflexi,SHA-26,_,_,_,_,JF922436.1.1461,Bacteria,OTU1108.Chloroflexi._
1098,OTU1109,273,1,273,1462,497,769,100,488,1.45e-136,98.901,Chloroflexi,Anaerolineae,Ardenticatenales,_,_,_,JX133465.1.1462,Bacteria,OTU1109.Chloroflexi._
1099,OTU1110,273,1,273,1496,522,794,100,494,3.12e-138,99.267,Planctomycetota,OM190,_,_,_,_,GQ264091.1.1496,Bacteria,OTU1110.Planctomycetota._
1100,OTU1111,273,1,270,1314,457,726,99,460,3.17e-128,97.407,Planctomycetota,Phycisphaerae,Tepidisphaerales,uncultured|Planctomycetales|bacterium,_,_,AM936264.1.1314,Bacteria,OTU1111.Planctomycetota._
1101,OTU1112,273,1,273,1290,540,812,100,488,1.45e-136,98.901,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,uncultured|bacterium|gp6,FJ946614.1.1290,Bacteria,OTU1112.Acidobacteriota.Luteitalea
1102,OTU1113,273,1,273,1376,507,779,100,477,3.15e-133,98.168,Actinobacteriota,Thermoleophilia,Gaiellales,_,_,_,LN566413.1.1376,Bacteria,OTU1113.Actinobacteriota._
1103,OTU1114,273,1,273,1483,519,791,100,483,6.76e-135,98.535,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,_,_,FJ479173.1.1483,Bacteria,OTU1114.Bacteroidota._
1104,OTU1115,274,1,274,1394,517,790,100,490,4.06e-137,98.905,Gemmatimonadota,S0134|terrestrial|group,uncultured|Gemmatimonadetes|bacterium,_,_,_,AM935336.1.1394,Bacteria,OTU1115.Gemmatimonadota._
1105,OTU1116,274,1,274,1349,485,758,100,451,1.91e-125,96.364,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,_,uncultured|Planctomycetales|bacterium,AM935706.1.1349,Bacteria,OTU1116.Planctomycetota._
1106,OTU1117,273,1,273,1506,516,790,100,390,4.22e-107,92.364,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,EU881276.1.1506,Bacteria,OTU1117.Planctomycetota._
1107,OTU1118,273,1,273,1503,508,780,100,499,6.71e-140,99.634,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella|pneumoniae,FXOZ01000058.154.1656,Bacteria,OTU1118.Proteobacteria.Klebsiella
1108,OTU1119,273,1,273,1432,474,746,100,494,3.12e-138,99.267,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,_,KF964627.1.1432,Bacteria,OTU1119.Proteobacteria.Rubellimicrobium
1109,OTU1120,273,1,273,1475,468,740,100,477,3.15e-133,98.168,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Salinarimonas,_,DQ833503.1.1475,Bacteria,OTU1120.Proteobacteria.Salinarimonas
1110,OTU1121,274,1,274,1460,471,744,100,490,4.06e-137,98.905,Halobacterota,Halobacteria,Halobacterales,Haloferacaceae,Halogeometricum,Halogeometricum|pallidum|JCM|14848,AOIV01000004.19067.20526,Archaea,OTU1121.Halobacterota.Halogeometricum
1111,OTU1122,273,1,273,1399,461,733,100,477,3.15e-133,98.168,Chloroflexi,Dehalococcoidia,S085,_,_,_,KM071677.1.1399,Bacteria,OTU1122.Chloroflexi._
1112,OTU1123,273,1,273,1454,474,746,100,488,1.45e-136,98.901,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus|Alysiosphaera,uncultured|Alphaproteobacteria|bacterium,HQ397225.1.1454,Bacteria,OTU1123.Proteobacteria.Candidatus|Alysiosphaera
1113,OTU1124,274,1,274,1479,469,742,100,490,4.06e-137,98.905,Actinobacteriota,Acidimicrobiia,Microtrichales,_,_,_,JQ427395.1.1479,Bacteria,OTU1124.Actinobacteriota._
1114,OTU1125,273,1,273,1256,510,782,100,433,6.91e-120,95.238,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,_,_,EU132541.1.1256,Bacteria,OTU1125.Actinobacteriota._
1115,OTU1126,274,1,274,1514,501,774,100,496,8.72e-139,99.27,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,_,KC554166.1.1514,Bacteria,OTU1126.Actinobacteriota.Iamia
1116,OTU1127,273,1,273,1362,450,722,100,438,1.48e-121,95.604,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured|organism,_,JN437141.1.1362,Bacteria,OTU1127.Chloroflexi.uncultured|organism
1117,OTU1128,273,1,273,1381,520,792,100,449,6.86e-125,96.337,Myxococcota,bacteriap25,_,_,_,_,HM270382.1.1381,Bacteria,OTU1128.Myxococcota._
1118,OTU1129,273,1,273,1384,513,785,100,488,1.45e-136,98.901,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,uncultured|planctomycete,EF019633.1.1384,Bacteria,OTU1129.Planctomycetota.SH-PL14
1119,OTU1130,273,1,273,1319,467,739,100,438,1.48e-121,95.604,Chloroflexi,Dehalococcoidia,S085,_,_,_,EU134062.1.1319,Bacteria,OTU1130.Chloroflexi._
1120,OTU1131,273,1,273,1317,471,745,100,490,4.04e-137,98.909,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,_,_,KR779671.1.1317,Bacteria,OTU1131.Chloroflexi._
1121,OTU1132,273,1,272,1484,516,787,99,442,1.15e-122,95.956,Proteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,_,_,_,FJ900559.1.1484,Bacteria,OTU1132.Proteobacteria._
1122,OTU1133,273,1,273,1517,521,793,100,488,1.45e-136,98.901,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Cellvibrio,Cellvibrio|sp.|OA-2007,BBUL01000055.3960.5476,Bacteria,OTU1133.Proteobacteria.Cellvibrio
1123,OTU1134,273,1,273,1319,466,735,100,429,8.93e-119,95.238,Thermoplasmatota,Thermoplasmata,Marine|Group|II,uncultured|archaeon,_,_,EU647179.1.1319,Archaea,OTU1134.Thermoplasmatota._
1124,OTU1135,273,1,273,1491,508,780,100,483,6.76e-135,98.535,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,_,uncultured|soil|bacterium,JX489895.1.1491,Bacteria,OTU1135.Planctomycetota._
1125,OTU1137,273,1,273,1391,432,704,100,477,3.15e-133,98.168,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured|Sphingomonadaceae|bacterium,HM438383.1.1391,Bacteria,OTU1137.Proteobacteria.Sphingomonas
1126,OTU1138,273,1,273,1415,483,754,100,442,1.15e-122,95.985,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,GU118256.1.1415,Bacteria,OTU1138.Planctomycetota._
1127,OTU1139,274,1,274,1515,503,776,100,462,8.84e-129,97.08,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,_,_,JQ711724.1.1515,Bacteria,OTU1139.Gemmatimonadota._
1128,OTU1140,273,1,273,1318,475,747,100,477,3.15e-133,98.168,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,uncultured|soil|bacterium,FQ659472.1.1318,Bacteria,OTU1140.Chloroflexi.Anaerolinea
1129,OTU1141,273,1,273,1340,480,752,100,499,6.71e-140,99.634,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,_,JQ408032.1.1340,Bacteria,OTU1141.Planctomycetota.SH-PL14
1130,OTU1142,273,1,273,1445,483,755,100,494,3.12e-138,99.267,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Niastella|populi,EU877262.1.1445,Bacteria,OTU1142.Bacteroidota.Niastella
1131,OTU1143,273,1,273,1476,497,769,100,433,6.91e-120,95.238,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101|soil|group,_,_,HQ119897.1.1476,Bacteria,OTU1143.Planctomycetota._
1132,OTU1144,273,1,273,1500,485,757,100,460,3.17e-128,97.07,Proteobacteria,Alphaproteobacteria,Thalassobaculales,_,_,_,JF979363.1.1500,Bacteria,OTU1144.Proteobacteria._
1133,OTU1145,273,1,273,1494,511,783,100,505,1.44e-141,100,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4|lineage,_,KX589497.1.1494,Bacteria,OTU1145.Planctomycetota.Pir4|lineage
1134,OTU1146,273,1,273,1483,504,776,100,494,3.12e-138,99.267,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter,Stenotrophobacter|roseus,KP638489.1.1483,Bacteria,OTU1146.Acidobacteriota.Stenotrophobacter
1135,OTU1147,274,1,274,1494,497,770,100,496,8.72e-139,99.27,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,metagenome,FPLS01001279.16.1509,Bacteria,OTU1147.Planctomycetota.Singulisphaera
1136,OTU1148,273,1,273,1422,495,767,100,477,3.15e-133,98.168,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,_,_,JQ738763.1.1422,Bacteria,OTU1148.Chloroflexi._
1137,OTU1149,273,1,273,1335,461,733,100,488,1.45e-136,98.901,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,_,JF185859.1.1335,Bacteria,OTU1149.Planctomycetota.Gemmata
1138,OTU1150,273,1,273,1450,490,762,100,488,1.45e-136,98.901,Firmicutes,Clostridia,Thermincolales,Thermincolaceae,Thermincola,_,AB806242.1.1450,Bacteria,OTU1150.Firmicutes.Thermincola
1139,OTU1151,273,1,273,1340,462,734,100,483,6.76e-135,98.535,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,_,MH041116.1.1340,Bacteria,OTU1151.Planctomycetota.Gemmata
1140,OTU1152,273,1,273,1480,498,770,100,494,3.12e-138,99.267,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,_,JX280094.1.1480,Bacteria,OTU1152.Planctomycetota.SH-PL14
1141,OTU1153,273,2,273,1325,486,757,99,326,1.21e-87,88.235,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,_,_,JF139487.1.1325,Bacteria,OTU1153.Chloroflexi._
1142,OTU1154,273,1,273,1496,512,784,100,494,3.12e-138,99.267,Firmicutes,Clostridia,Thermincolales,Thermincolaceae,Thermincola,uncultured|Peptococcaceae|bacterium,EU016425.1.1496,Bacteria,OTU1154.Firmicutes.Thermincola
1143,OTU1155,273,1,273,1468,504,776,100,494,3.12e-138,99.267,Planctomycetota,OM190,_,_,_,_,JF703542.1.1468,Bacteria,OTU1155.Planctomycetota._
1144,OTU1156,273,1,273,1528,546,818,100,494,3.12e-138,99.267,Gemmatimonadota,BD2-11|terrestrial|group,_,_,_,_,KJ817524.1.1528,Bacteria,OTU1156.Gemmatimonadota._
1145,OTU1157,274,1,274,1488,505,778,100,490,4.06e-137,98.905,Actinobacteriota,Acidimicrobiia,Actinomarinales,_,uncultured|Actinomycetales|bacterium,_,HQ857657.1.1488,Bacteria,OTU1157.Actinobacteriota.uncultured|Actinomycetales|bacterium
1146,OTU1158,289,1,289,1504,506,794,100,518,1.97e-145,98.962,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,_,_,JX133583.1.1504,Bacteria,OTU1158.Gemmatimonadota._
1147,OTU1159,274,1,274,1486,503,776,100,479,8.78e-134,98.175,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,_,_,KF037431.1.1486,Bacteria,OTU1159.Planctomycetota._
1148,OTU1160,273,2,273,1447,466,737,99,381,2.54e-104,91.971,Planctomycetota,Planctomycetes,Planctomycetales,_,_,_,DQ832636.1.1447,Bacteria,OTU1160.Planctomycetota._
1149,OTU1161,273,1,273,1407,531,803,100,472,1.46e-131,97.802,Latescibacterota,Latescibacteria,Latescibacterales,Latescibacteraceae,uncultured|Latescibacteria|bacterium,_,AM935176.1.1407,Bacteria,OTU1161.Latescibacterota.uncultured|Latescibacteria|bacterium
1150,OTU1162,273,1,273,1444,479,753,100,484,1.88e-135,98.545,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,_,DQ001635.1.1444,Bacteria,OTU1162.Planctomycetota.Pirellula
1151,OTU1163,273,1,273,1519,538,811,100,411,3.24e-113,93.796,Gemmatimonadota,S0134|terrestrial|group,_,_,_,_,FJ444711.1.1519,Bacteria,OTU1163.Gemmatimonadota._
1152,OTU1164,273,1,273,1514,517,789,100,488,1.45e-136,98.901,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,_,_,KM823667.1.1514,Bacteria,OTU1164.Chloroflexi._
1153,OTU1165,273,1,273,1312,448,720,100,494,3.12e-138,99.267,Proteobacteria,Alphaproteobacteria,Rhizobiales,D05-2,_,_,LN571238.1.1312,Bacteria,OTU1165.Proteobacteria._
1154,OTU1166,273,1,273,1417,450,722,100,488,1.45e-136,98.901,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,_,GQ263147.1.1417,Bacteria,OTU1166.Proteobacteria.Altererythrobacter
1155,OTU1167,273,1,273,1492,512,785,100,477,3.15e-133,98.175,Actinobacteriota,MB-A2-108,uncultured|actinobacterium,_,_,_,JN037892.1.1492,Bacteria,OTU1167.Actinobacteriota._
1156,OTU1168,273,1,273,1451,514,786,100,488,1.45e-136,98.901,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,_,uncultured|Gemmatimonas|sp,JQ087116.1.1451,Bacteria,OTU1168.Gemmatimonadota._
1157,OTU1169,273,1,273,1539,529,801,100,483,6.76e-135,98.535,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,_,KC554941.1.1539,Bacteria,OTU1169.Actinobacteriota.Conexibacter
1158,OTU1170,273,1,273,1520,535,807,100,499,6.71e-140,99.634,Acidobacteriota,Blastocatellia,11-24,_,_,_,FJ444692.1.1520,Bacteria,OTU1170.Acidobacteriota._
1159,OTU1171,273,1,273,1380,520,792,100,483,6.76e-135,98.535,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,uncultured|soil|bacterium,FQ659578.2.1381,Bacteria,OTU1171.Desulfobacterota.Syntrophobacter
1160,OTU1172,274,1,274,1250,486,759,100,440,4.14e-122,95.62,Actinobacteriota,Acidimicrobiia,Microtrichales,_,_,_,JF267661.1.1250,Bacteria,OTU1172.Actinobacteriota._
1161,OTU1173,273,1,273,1448,505,777,100,483,6.76e-135,98.535,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zeaxanthinibacter,Zeaxanthinibacter|aestuarii,KU667250.1.1448,Bacteria,OTU1173.Bacteroidota.Zeaxanthinibacter
1162,OTU1174,273,1,273,1433,548,820,100,499,6.71e-140,99.634,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,_,_,EU135086.1.1433,Bacteria,OTU1174.Planctomycetota._
1163,OTU1175,273,1,273,1374,501,773,100,494,3.12e-138,99.267,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,_,DQ298376.1.1374,Bacteria,OTU1175.Actinobacteriota.Nocardioides
1164,OTU1176,273,1,273,1323,459,731,100,488,1.45e-136,98.901,Actinobacteriota,MB-A2-108,_,_,_,_,EU133192.1.1323,Bacteria,OTU1176.Actinobacteriota._
1165,OTU1177,273,1,273,1513,531,803,100,488,1.45e-136,98.901,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,uncultured|actinobacterium,GQ249533.1.1513,Bacteria,OTU1177.Actinobacteriota.Rubrobacter
1166,OTU1178,273,1,273,1433,472,744,100,477,3.15e-133,98.168,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,uncultured|Rubellimicrobium|sp,KC110911.1.1433,Bacteria,OTU1178.Proteobacteria.Rubellimicrobium
1167,OTU1179,273,1,273,1332,418,690,100,477,3.15e-133,98.168,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nostoc|PCC-7107,Nostoc|sp.|MACC-461,MH702237.1.1332,Bacteria,OTU1179.Cyanobacteria.Nostoc|PCC-7107
1168,OTU1180,274,1,274,1437,525,798,100,490,4.06e-137,98.905,Actinobacteriota,Acidimicrobiia,Actinomarinales,_,uncultured|actinobacterium,_,DQ811922.1.1437,Bacteria,OTU1180.Actinobacteriota.uncultured|actinobacterium
1169,OTU1181,273,1,273,1507,524,796,100,438,1.48e-121,95.604,Actinobacteriota,MB-A2-108,_,_,_,_,JQ979021.1.1507,Bacteria,OTU1181.Actinobacteriota._
1170,OTU1182,273,1,273,1508,499,771,100,483,6.76e-135,98.535,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,_,_,JQ426705.1.1508,Bacteria,OTU1182.Acidobacteriota._
1171,OTU1183,273,1,273,1366,510,782,100,488,1.45e-136,98.901,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,_,_,HM339090.1.1366,Bacteria,OTU1183.Actinobacteriota._
1172,OTU1184,274,1,274,1518,504,777,100,490,4.06e-137,98.905,Actinobacteriota,Acidimicrobiia,IMCC26256,_,_,_,KC554504.1.1518,Bacteria,OTU1184.Actinobacteriota._
